mcc,mnc,dial_no,apn,user,password,carrier,authtype,protocol,roaming_protocol,type
246,1, ,gprs.mms.lt,mms,mms,Omnitel MMS, , , ,mms
246,1, ,gprs.startas.lt,omni,omni,Omnitel, , , ,"default,supl"
246,1, ,omnitel,omni,omni,Omnitel Internet, , , ,"default,supl"
246,2, ,banga, , ,Bite LT Internet, , , ,"default,supl"
246,2, ,mms,mms@mms,mms,Bite MMS, , , ,mms
246,2, ,wap, , ,Bite, , , ,"default,supl"
246,3, ,internet.tele2.lt, , ,Tele2 Internet LT, , , ,"default,supl"
246,3, ,internet.vodafone.net, , ,Tele2 LT, , , ,"default,supl"
246,3, ,mms.tele2.lt, , ,Tele2 MMS LT, , , ,mms
246,3, ,wap.tele2.lt, , ,Tele2 LT MMS, , , ,mms
246,8, ,mezon, , ,Mezon, , , ,default
246,81, ,VZWINTERNET, , ,VZW Test Internet, ,IPV4V6,IPV4V6,"default,dun,supl"
246,81, ,VZWADMIN, , ,VZW Test FOTA, ,IPV4V6,IPV4V6,fota
246,81, ,VZWIMS, , ,VZW Test IMS, ,IPV4V6,IPV4V6,ims
246,81, ,VZWAPP, , ,VZW Test CBS, ,IPV4V6,IPV4V6,"cbs,mms"
246,81, ,VZWINTERNET, , ,VZW Test Internet, ,IPV4V6,IPV4V6,"default,dun,supl"
246,81, ,VZWADMIN, , ,VZW Test FOTA, ,IPV4V6,IPV4V6,fota
246,81, ,VZWIMS, , ,VZW Test IMS, ,IPV4V6,IPV4V6,ims
246,81, ,VZWAPP, , ,VZW Test CBS, ,IPV4V6,IPV4V6,"cbs,mms"
247,1, ,internet.lmt.lv, , ,LMT, , , ,"default,supl"
247,1, ,internet.lmt.lv, , ,LMT MMS, , , ,mms
247,2, ,internet.tele2.lv,wap,wap,Tele2 Internet LV, , , ,"default,supl"
247,2, ,mms.tele2.lv,wap,wap,Tele2 MMS LV, , , ,mms
247,5, ,internet, , ,Bite LV Internet, , , ,"default,supl"
247,5, ,mms,mms@mms, ,Bite MMS, , , ,mms
248,1, ,internet.emt.ee, , ,EMT, , , ,"default,supl"
248,1, ,mms.emt.ee, , ,EMT MMS, , , ,mms
248,2, ,internet, , ,Elisa EE, , , ,"default,supl"
248,2, ,mms, , ,Elisa EE MMS, , , ,mms
248,3, ,internet.tele2.ee,wap,wap,Tele2 EE, , , ,"default,supl"
248,3, ,mms.emt.ee, , ,Tele2 EE MMS, , , ,mms
248,3, ,mms.tele2.ee, , ,Tele2 MMS, , , ,mms
250,1, ,internet.mts.ru,mts,mts,MTS RU,1, , ,"default,supl"
250,1, ,mms.etk.ru,mms,mms,ETK, , , ,"default,supl,mms"
250,1, ,mms.mts.ru,mts,mts,MTS RU MMS,1, , ,mms
250,2, ,internet, , ,Megafon Internet,1, , ,"default,supl"
250,2, ,mms,mms,mms,Megafon MMS,1, , ,mms
250,3, ,mms, , ,NCC, , , ,mms
250,4, ,internet.mts.ru,mts,mts,???-????????,1, , ,"default,supl"
250,4, ,mms.mts.ru,mts,mts,??? ????? MMS,1, , ,mms
250,5, ,internet.etk.ru, , ,ETK, , , ,"default,supl,mms"
250,5, ,internet.mts.ru,mts,mts,???-????????,1, , ,"default,supl"
250,5, ,mms.mts.ru,mts,mts,??? ????? MMS,1, , ,mms
250,7, ,internet.smarts.ru, , ,Smarts RU internet, , , ,"default,supl"
250,7, ,mms.smarts.ru,n@k,nok,Smarts RU mms, , , ,mms
250,7, ,internet.smarts.ru,any,any,internet, , , ,"default,supl"
250,7, ,mms.smarts.ru,wap,wap,mms, , , ,mms
250,10, ,internet.mts.ru,mts,mts,???-????????,1, , ,"default,supl"
250,10, ,mms.mts.ru,mts,mts,??? ????? MMS,1, , ,mms
250,11, ,internet.beeline.ru,beeline,beeline,Beeline internet,1, , ,"default,supl"
250,11, ,mms.beeline.ru,beeline,beeline,Beeline MMS,1, , ,mms
250,11, ,internet.yota, , ,Yota,1, , ,"default,supl"
250,11, ,mms.yota, , ,Yota MMS,1, , ,mms
250,12, ,inet.bwc.ru,bwc,bwc,GPRS-Internet, , , ,"default,supl"
250,12, ,mms.bwc.ru,bwc,bwc,BWC MMS, , , ,mms
250,13, ,internet.mts.ru,mts,mts,???-????????,1, , ,"default,supl"
250,13, ,mms.mts.ru,mts,mts,??? ????? MMS,1, , ,mms
250,16, ,mms.ntc, , ,MMS, , , ,mms
250,17, ,internet.usi.ru, , ,Internet, , , ,"default,supl"
250,17, ,mms.usi.ru, , ,MMS, , , ,mms
250,20, ,internet.tele2.ru, , ,Tele2 RU,1, , ,"default,supl"
250,20, ,mms.tele2.ru, , ,Tele2 RU MMS,1, , ,mms
250,30, ,Internet,gdata,gdata,MegaFon Internet,1, , ,"default,supl"
250,30, ,mms,mms,mms,MegaFon MMS,1, , ,mms
250,39, ,internet.usi.ru, , ,USI GPRS, , , ,"default,supl"
250,39, ,mms.usi.ru, , ,Utel MMS, , , ,mms
250,39, ,internet.mts.ru,mts,mts,???-????????,1, , ,"default,supl"
250,39, ,mms.mts.ru,mts,mts,??? ????? MMS,1, , ,mms
250,44, ,internet.beeline.ru,beeline,beeline,Beeline internet,1, , ,"default,supl"
250,44, ,mms.beeline.ru,beeline,beeline,Beeline MMS,1, , ,mms
250,92, ,internet.mts.ru,mts,mts,???-????????,1, , ,"default,supl"
250,92, ,mms.mts.ru,mts,mts,??? ????? MMS,1, , ,mms
250,93, ,internet.mts.ru,mts,mts,???-????????,1, , ,"default,supl"
250,93, ,mms.mts.ru,mts,mts,??? ????? MMS,1, , ,mms
250,99, ,internet.beeline.ru,beeline,beeline,BeeLine RU,1, , ,"default,supl"
250,99, ,mms.beeline.ru,beeline,beeline,BeeLine RU MMS,1, , ,mms
250,99, ,home.beeline.ru,beeline,beeline,Beeline Home,1, , ,"default,supl"
255,1, ,internet, , ,MTS UA, , , ,"default,supl"
255,1, ,www.mts.com.ua, , ,MTS UA, , , ,"default,supl"
255,1, ,active, , ,MTS UA, , , ,"default,supl"
255,1, ,hyper.net, , ,MTS UA, , , ,"default,supl"
255,1, ,mms.jeans.ua, , ,JEANS MMS, , , ,mms
255,1, ,mms.umc.ua, , ,MTS UA, , , ,mms
255,1, ,mms, , ,MTS-MMS, , , ,mms
255,1, ,www.jeans.ua, , ,JEANS, , , ,"default,supl"
255,1, ,www.umc.ua, , ,MTS UA, , , ,"default,supl"
255,1, ,internet, , ,Mobile GPRS Internet, , , ,"default,supl"
255,1, ,wap, , ,WAP GPRS, , , ,"default,supl"
255,1, ,opera, , ,Opera Mini, , , ,"default,supl"
255,1, ,mms, , ,MMS GPRS, , , ,mms
255,2, ,internet.beeeline.ua, , ,Beeline UA, , , ,"default,supl"
255,2, ,internet.beeline.ua, , ,Beeline-internet, , , ,"default,supl"
255,2, ,mms.beeline.ua, , ,Beeline UA MMS, , , ,mms
255,3, ,www.kyivstar.net, , ,Kyivstar EDGE, , , ,"default,supl"
255,3, ,www.ab.kyivstar.net, , ,KYIVSTAR Prepaid, , , ,"default,supl"
255,3, ,xl.kyivstar.net, , ,Internet XL, , , ,"default,supl"
255,3, ,3g.kyivstar.net, , ,Internet 3G, , , ,"default,supl"
255,3, ,mms.kyivstar.net, , ,KYIVSTAR MMS, , , ,mms
255,3, ,mms.kyivstar.net,mms,mms,Ace_Base MMS, , , ,mms
255,3, ,www.ab.kyivstar.net, , ,Ace_Base, , , ,"default,supl"
255,3, ,www.djuice.com.ua, , ,Djuice EDGE, , , ,"default,supl"
255,3, ,mms.djuice.com.ua,djuice,mms,DJUICE MMS, , , ,mms
255,6, ,internet, , ,life, , , ,"default,supl"
255,6, ,mms, , ,life MMS, , , ,mms
255,7, ,3g.utel.ua, , ,Utel, , , ,"default,supl,mms"
257,1, ,mms.velcom.by,mms,mms,Velcom MMS, , , ,mms
257,1, ,plus.velcom.by,plus,plus,Velcom BY // Web Plus, , , ,"default,supl"
257,1, ,vmi.velcom.by,vmi,vmi,Velcom BY // Web 500, , , ,"default,supl"
257,1, ,web.velcom.by,web,web,Velcom Web, , , ,"default,supl"
257,1, ,web1.velcom.by,web1,web1,Velcom BY // Web Basic, , , ,"default,supl"
257,1, ,web2.velcom.by,web2,web2,Velcom BY // Web 25, , , ,"default,supl"
257,1, ,web3.velcom.by,web3,web3,Velcom BY // Web 250, , , ,"default,supl"
257,2, ,mts,mts,mts,MTS BY, , , ,"default,supl"
257,2, ,mts,mts,mts,MTS BY MMS, , , ,mms
257,4, ,internet.life.com.by, , ,life Internet, , , ,"default,supl"
257,4, ,mms.life.com.by, , ,life MMS, , , ,mms
257,4, ,mms.life.com.by, , ,Life:) // Internet, , , ,"default,supl"
257,4, ,mms.life.com.by, , ,Life:) // MMS, , , ,mms
259,1, ,wap.orange.md, , ,Orange IMO, , , ,*
259,1, ,mms.orange.md, , ,Orange MMS, , , ,mms
259,1, ,wap.orange.md, , ,Orange IMO, , , ,"default,supl"
259,2, ,internet, , ,MD MOLDCELL, , , ,"default,supl"
259,2, ,mms, , ,MD MOLDCELL, , , ,mms
259,5, ,internet3g.unite.md, , ,Unite Internet PrePay, , , ,"default,supl"
259,5, ,internet.unite.md, , ,Unite Internet PostPay, , , ,"default,supl"
259,5, ,mms.unite.md, , ,Unite MMS, , , ,mms
260,1, ,www.mova.pl, , ,Carrefour Mova, , , ,"default,supl"
260,1, ,mms.mova.pl, , ,Carrefour Mova MMS, , , ,mms
260,1, ,www.fmgmobie.pl, , ,FM Group Mobile, , , ,"default,supl"
260,1, ,mms.fmgmobile.pl, , ,FM Group Mobile MMS, , , ,mms
260,1, ,internet.gadu-gadu.pl, , ,GaduAIR, , , ,"default,supl"
260,1, ,mms.gadu-gadu.pl, , ,GaduAIR MMS, , , ,mms
260,1, ,www.mobile.pl, , ,mBank mobile, , , ,"default,supl"
260,1, ,mms.mobile.pl, , ,mBank mobile MMS, , , ,mms
260,1, ,plus, , ,Plus INTERNET, , , ,"default,supl"
260,1, ,mms, , ,Plus MMS, , , ,mms
260,1, ,wap,plusgsm,plusgsm,PlusWAP, , , ,"default,supl"
260,2, ,erainternet,erainternet,erainternet,Era Internet,1, , ,"default,supl"
260,2, ,eramms,eramms,eramms,Era MMS,1, , ,mms
260,2, ,eramms,eramms,eramms,Era MMS, , , ,mms
260,2, ,erainternet,erainternet,erainternet,Era Internet, , , ,"default,supl"
260,2, ,erainternettt,erainternet,erainternet,Tak-Tak, , , ,"default,supl"
260,2, ,heyah.pl,heyah,heyah,Heyah, , , ,"default,supl"
260,2, ,heyahmms,heyah,heyah,Heyah MMS, , , ,mms
260,2, ,mmsMOBILKING,mobilking,mobilking,Mobilking MMS, , , ,mms
260,2, ,wapMOBILKING,mobilking,mobilking,Mobilking, , , ,"default,supl"
260,2, ,internet,internet,internet,tuBiedronka, , , ,"default,supl"
260,2, ,tubiedronkamms,tubiedronka,tubiedronka,tuBiedronka MMS, , , ,mms
260,2, ,internet, , ,T-Mobile.pl INTERNET, , , ,"default,supl"
260,2, ,mms, , ,T-Mobile.pl MMS, , , ,mms
260,2, ,heyah.pl, , ,Heyah INTERNET, , , ,"default,supl"
260,2, ,heyahmms, , ,Heyah MMS, , , ,mms
260,3, ,internet,internet,internet,Internet Orange,3, , ,"default,supl"
260,3, ,mms,mms,mms,MMS Orange,3, , ,mms
260,3, ,aster.internet,internet,internet,ASTER, , , ,"default,supl"
260,3, ,aster.mms,mms,mms,ASTER MMS, , , ,mms
260,3, ,internet,internet,internet,Orange PL, , , ,"default,supl"
260,3, ,mms,mms,mms,MMS Orange, , , ,mms
260,3, ,mni.internet,mni.internet,mni.internet,MNI, , , ,"default,supl"
260,3, ,mni.mms,mni.mms,mni.mms,MNI MMS, , , ,mms
260,6, ,Internet, , ,Internet,3, , ,"default,supl"
260,6, ,mms, , ,MMS,3, , ,mms
260,6, ,internet, , ,Play INTERNET, , , ,"default,supl"
260,6, ,mms, , ,Play MMS, , , ,mms
260,9, ,data.lycamobile.pl,lmpl,plus,Lycamobile PL, , , ,"default,supl"
260,12, ,internet.cp, , ,Cyfrowy Polsat INTERNET, , , ,"default,supl"
260,12, ,mms.cyfrowypolsat.pl, , ,Cyfrowy Polsat MMS, , , ,mms
260,17, ,darmowy, , ,Aero2, , , ,"default,supl"
260,33, ,truphone.com, , ,Truphone PL, , , ,"default,supl"
262,1, ,internet.t-mobile,t-mobile,tm,T-Mobile Internet,1, , ,"default,supl"
262,1, ,internet.t-mobile,t-mobile,tm,T-Mobile MMS,1, , ,mms
262,1, ,internet.t-mobile,t-mobile,tm,Telekom DE-MMS, , , ,mms
262,1, ,internet.telekom,t-mobile,tm,Telekom DE, , , ,"default,supl"
262,1, ,internet.t-mobile,t-mobile,tm,Lebara, , , ,"default,supl,mms"
262,1, ,internet.t-d1.de, , ,Lebara Internet, , , ,"default,supl"
262,1, ,internet.t-d1.de,T-Mobile,wap,Callmobile Internet,1, , ,"default,supl"
262,1, ,internet.t-mobile,t-mobile,tm,callmobile.de, , , ,"default,supl,mms"
262,2, ,wap.vodafone.de, , ,VF DE live!, , , ,"default,supl"
262,2, ,wap.vodafone.de, , ,VF DE live! Secure, , , ,"default,supl"
262,2, ,event.vodafone.de, , ,VF DE Event, , , ,"default,supl"
262,2, ,web.vodafone.de, , ,VF DE Web, , , ,"default,supl"
262,2, ,event.vodafone.de, , ,VF DE MMS, , , ,mms
262,2, ,event.vodafone.de, , ,Vodafone DE-MMS, , , ,mms
262,2, ,web.vodafone.de, , ,Vodafone DE, , , ,"default,supl"
262,2, ,data.otelo.de, , ,otelo web, , , ,"default,supl"
262,2, ,event.vodafone.de, , ,klarmobil MMS, , , ,mms
262,2, ,web.vodafone.de, , ,klarmobil, , , ,"default,supl"
262,2, ,pinternet.interkom.de, , ,Fonic, , , ,"default,supl"
262,2, ,event.otelo.de, , ,Otelo MMS, , , ,mms
262,2, ,data.otelo.de, , ,Otelo Internet, , , ,"default,supl"
262,3, ,internet.eplus.de,eplus,internet,Open Market: E-Plus Web,3, , ,"default,supl"
262,3, ,wap.eplus.de,eplus,wap,Open Market: E-Plus WAP,3, , ,"default,supl"
262,3, ,mms.eplus.de,mms,eplus,Open Market: E-Plus MMS,3, , ,mms
262,3, ,internet.eplus.de,blau,blau,blau DE, , , ,"default,supl"
262,3, ,mms.eplus.de,mms,eplus,blau DE MMS, , , ,mms
262,3, ,internet.eplus.de,eplus,internet,E-Plus Internet, , , ,"default,supl"
262,3, ,mms.eplus.de,mms,eplus,E-Plus MMS, , , ,mms
262,3, ,sipgate,sipgate,sipgate,Sipgate,2, , ,"default,supl,mms"
262,3, ,internet.eplus.de,blauworld,blauworld,DE - Blauworld Web,1, , ,"default,supl"
262,3, ,mms.eplus.de,mms,eplus,Aldi Talk MMS,1, , ,mms
262,3, ,internet.eplus.de, , ,Aldi Talk Internet, , , ,"default,supl"
262,3, ,mms.eplus.de,simyo,simyo,Simyo MMS, , , ,mms
262,3, ,internet.eplus.de,simyo,simyo,Simyo Internet, , , ,"default,supl"
262,4, ,wap.vodafone.de, , ,VF DE live!, , , ,"default,supl"
262,4, ,wap.vodafone.de, , ,VF DE live! Secure, , , ,"default,supl"
262,4, ,event.vodafone.de, , ,VF DE Event, , , ,"default,supl"
262,4, ,web.vodafone.de, , ,VF DE Web, , , ,"default,supl"
262,4, ,event.vodafone.de, , ,VF DE MMS, , , ,mms
262,4, ,event.vodafone.de, , ,Vodafone DE-MMS, , , ,mms
262,4, ,web.vodafone.de, , ,Vodafone DE, , , ,"default,supl"
262,5, ,internet.eplus.de,eplus,internet,E-Plus Web GPRS, , , ,"default,supl"
262,5, ,mms.eplus.de,mms,eplus,E-Plus MMS, , , ,mms
262,6, ,internet.t-mobile,t-mobile,tm,T-Mobile Internet, , , ,"default,supl,mms"
262,6, ,internet.t-mobile,t-mobile,tm,T-Mobile Internet, , , ,"default,supl,mms"
262,7, ,internet, , ,o2 Internet, , , ,"default,supl"
262,7, ,pinternet.interkom.de, , ,o2 Internet prepaid, , , ,"default,supl"
262,7, ,internet, , ,o2 MMS, , , ,mms
262,7, ,internet, , ,o2, , , ,"default,supl,mms"
262,7, ,surfo2, , ,O2 DE, , , ,"default,supl,mms"
262,7, ,pinternet.interkom.de, , ,o2 Prepaid, , , ,"default,supl,mms"
262,7, ,wapmobil2, , ,Tchibo Internet, , , ,"default,supl"
262,7, ,wapmobil2, , ,Tchibo MMS, , , ,mms
262,7, ,internet.online, , ,Freenet Web GPRS, , , ,"default,supl"
262,7, ,internet, , ,Freenet MMS, , , ,mms
262,7, ,internet.partner1, , ,Alice Web, , , ,"default,supl"
262,7, ,internet.partner1, , ,Alice MMS, , , ,mms
262,7, ,internet.partner1, , ,Alice MMS, , , ,mms
262,7, ,internet.partner1, , ,Alice Internet, , , ,"default,supl"
262,7, ,pinternet.interkom.de, , ,Fonic MMS, , , ,mms
262,7, ,pinternet.interkom.de, , ,Fonic Internet, , , ,"default,supl"
262,7, ,wapmobil1, , ,Tchibo MMS, , , ,mms
262,7, ,webmobil1, , ,Tchibo Internet, , , ,"default,supl"
262,8, ,internet, , ,o2 Internet, , , ,"default,supl"
262,8, ,pinternet.interkom.de, , ,o2 Internet prepaid, , , ,"default,supl"
262,8, ,internet, , ,o2 MMS, , , ,mms
262,8, ,wapmobil2, , ,Tchibo Internet, , , ,"default,supl"
262,8, ,wapmobil2, , ,Tchibo MMS, , , ,mms
262,8, ,internet.online, , ,Freenet Web GPRS, , , ,"default,supl"
262,8, ,internet, , ,Freenet MMS, , , ,mms
262,8, ,internet.partner1, , ,Alice Web, , , ,"default,supl"
262,8, ,internet.partner1, , ,Alice MMS, , , ,mms
262,8, ,internet, , ,o2, , , ,"default,supl,mms"
262,8, ,internet, , ,O2, , , ,"default,supl,mms"
262,9, ,wap.vodafone.de, , ,VF DE live!, , , ,"default,supl"
262,9, ,wap.vodafone.de, , ,VF DE live! Secure, , , ,"default,supl"
262,9, ,event.vodafone.de, , ,VF DE Event, , , ,"default,supl"
262,9, ,web.vodafone.de, , ,VF DE Web, , , ,"default,supl"
262,9, ,event.vodafone.de, , ,VF DE MMS, , , ,mms
262,9, ,event.vodafone.de, , ,Vodafone DE-MMS, , , ,mms
262,9, ,web.vodafone.de, , ,Vodafone DE, , , ,"default,supl"
262,9, ,internet.t-mobile,t-mobile,tm,T-Mobile DE, , , ,"default,supl,mms"
262,9, ,event.vodafone.de, , ,Vodafone DE-MMS, , , ,mms
262,9, ,web.vodafone.de, , ,Vodafone DE, , , ,"default,supl"
262,11, ,internet, , ,o2 Internet, , , ,"default,supl"
262,11, ,pinternet.interkom.de, , ,o2 Internet prepaid, , , ,"default,supl"
262,11, ,internet, , ,o2 MMS, , , ,mms
262,11, ,wapmobil2, , ,Tchibo Internet, , , ,"default,supl"
262,11, ,wapmobil2, , ,Tchibo MMS, , , ,mms
262,11, ,internet.online, , ,Freenet Web GPRS, , , ,"default,supl"
262,11, ,internet, , ,Freenet MMS, , , ,mms
262,11, ,internet.partner1, , ,Alice Web, , , ,"default,supl"
262,11, ,internet.partner1, , ,Alice MMS, , , ,mms
262,11, ,internet, , ,O2, , , ,"default,supl,mms"
262,43, ,data.lycamobile.de,lmde,plus,Lycamobile DE, , , ,"default,supl"
268,1, ,net2.vodafone.pt,vodafone,vodafone,Vodafone Net2,3, , ,"default,mms"
268,1, ,net2.vodafone.pt, , ,Vodafone PT Internet, , , ,"default,supl,mms"
268,1, ,vas.vodafone.pt,vas,vas,Vodafone PT WAP MMS, , , ,mms
268,1, ,wap.vodafone.pt,wap,wap,Vodafone PT WAP, , , ,"default,supl"
268,3, ,umts, , ,Optimus,3, , ,"default,mms"
268,3, ,umts, , ,NOS Internet, , , ,"default,supl"
268,3, ,mms, , ,NOS MMS, , , ,mms
268,3, ,umts, , ,PT - Optimus Web,1, , ,"default,supl"
268,3, ,umts, , ,PT - Optimus MMS,1, , ,mms
268,4, ,data.lycamobile.pt,lmpt,plus,Lycamobile PT, , , ,"default,supl"
268,4, ,data.lycamobile.pt,lmpt,plus,Lycamobile, , , ,"default,supl"
268,6, ,internet, , ,MEO Internet, , , ,"default,supl"
268,6, ,mmsc.tmn.pt,tmn,tmnnet,MEO MMS, , , ,mms
268,7, ,webpt.mundio.com, , ,Vectone Mobile, , , ,"default,supl"
270,1, ,web.pt.lu, , ,Luxgsm Internet, , , ,"default,supl,mms"
270,1, ,web.pt.lu, , ,Post Internet,1, , ,"default,supl"
270,1, ,mms.pt.lu, , ,Post MMS,1, , ,mms
270,77, ,internet, , ,Tango,1, , ,"default,supl"
270,77, ,mms,tango,tango,Tango MMS,1, , ,mms
270,99, ,orange.lu, , ,Orange LU,1, , ,"default,supl,mms"
272,1, ,tescomobile.liffeytelecom.com, , ,Tesco, , , ,"default,supl,mms"
272,1, ,live.vodafone.com, , ,Vodafone WAP, , , ,"default,supl"
272,1, ,isp.vodafone.ie, , ,Vodafone Internet, , , ,"default,supl"
272,1, ,mms.vodafone.net, , ,Vodafone MMS, , , ,mms
272,1, ,isp.vodafone.ie,vodafone,vodafone,Vodafone IE-ISP, , , ,"default,supl"
272,1, ,live.vodafone.com, , ,Vodafone IE, , , ,"default,supl"
272,1, ,mms.vodafone.net, , ,Vodafone IE-MMS, , , ,mms
272,2, ,internet, , ,O2 Internet, , , ,"default,supl"
272,2, ,internet, , ,O2 WAP, , , ,"default,supl"
272,2, ,internet, , ,O2 MMS, , , ,mms
272,2, ,internet, , ,O2 Ireland, , , ,"default,supl,mms"
272,2, ,wap.dol.ie,user,user,O2 IE, , , ,"default,supl,mms"
272,3, ,data.mymeteor.ie, , ,Meteor Internet, , , ,"default,supl"
272,3, ,wap.mymeteor.ie,my,wap,Meteor WAP, , , ,"default,supl"
272,3, ,mms.mymeteor.ie,my,meteor,Meteor MMS, , , ,mms
272,3, ,wap.mymeteor.ie,my,meteor,Eircom/Meteor, , , ,"default,supl"
272,3, ,wap.mymeteor.ie,my,meteor,Eircom/Meteor MMS, , , ,mms
272,5, ,3ireland.ie, , ,3 Internet, , , ,"default,supl"
272,5, ,3ireland.ie, , ,3 MMS, , , ,mms
272,5, ,3ireland.ie, , ,3 IE MMS, , , ,"default,supl,mms"
272,5, ,3ireland.ie, , ,3 Ireland, , , ,"default,supl,mms"
272,10, ,tescomobile.liffeytelecom.com, , ,Tesco, , , ,"default,supl,mms"
272,11, ,tescomobile.liffeytelecom.com, , ,TMI APN, , , ,"default,supl,mms"
272,11, ,48months.liffeytelecom.com, , ,48months, , , ,"default,supl,mms"
272,13, ,data.lycamobile.ie,lmie,plus,Lycamobile IE, , , ,"default,supl"
274,1, ,internet, , ,Siminn Internet,3, , ,"default,supl"
274,1, ,mms.simi.is, , ,Siminn MMS,3, , ,mms
274,1, ,internet, , ,Siminn Internet, , , ,"default,supl"
274,2, ,vmc.gprs.is, , ,Vodafone Internet, , , ,"default,supl"
274,2, ,gprs.is, , ,Vodafone Internet, , , ,"default,supl"
274,2, ,mms.gprs.is, , ,Vodafone MMS, , , ,mms
274,11, ,mms.nova.is, , ,MMS Nova, , , ,mms
274,11, ,net.nova.is, , ,Net Nova, , , ,"default,supl"
274,12, ,internet.tal.is, , ,Tal, , , ,"default,supl,mms"
276,1, ,internet.amc, , ,AMC, , , ,"default,supl"
276,1, ,mms, , ,AMC MMS, , , ,mms
276,2, ,vodafoneweb, , ,Vodafone AL, , , ,"default,supl"
276,2, ,Twa, , ,Vodafone AL, , , ,"default,supl"
276,2, ,vfalmms, , ,Vodafone AL MMS, , , ,mms
276,3, ,internet, , ,Eagle Mobile, , , ,"default,supl"
276,3, ,mms, , ,Eagle Mobile MMS, , , ,mms
276,4, ,plusweb, , ,Plus, , , ,"default,supl"
280,1, ,ip.primetel, , ,PrimeTel, , , ,"default,supl"
280,1, ,cytamobile, , ,Cyta, , , ,"mms,default,supl"
280,1, ,internet, , ,Cytamobile, , , ,"default,supl"
280,1, ,cytamobile,user,pass,Cytamobile MMS, , , ,mms
280,10, ,internet, , ,MTN Mobile Broadband, , , ,"default,supl"
280,10, ,mms,mms,mms,MTN MMS, , , ,mms
280,20, ,internet, , ,CallSat, , , ,"default,supl"
282,1, ,internet, , ,Geocell, , , ,"default,supl,mms"
282,1, ,mms, , ,Geocell Mms, , , ,"default,supl,mms"
283,1, ,internet.beeline.am,internet,internet,Beeline AM, , , ,"default,supl"
283,1, ,mms.beeline.am, , ,BeeLine AM MMS, , , ,mms
283,5, ,inet.vivacell.am, , ,VivaCell-MTS Internet,1, , ,"default,supl"
283,5, ,mms.vivacell.am, , ,VivaCell-MTS MMS,1, , ,mms
283,5, ,connect.vivacell.am, , ,VivaCell, , , ,"default,supl"
283,5, ,mms.vivacell.am, , ,VivaCell MMS, , , ,mms
283,10, ,internet, , ,Orange AM, , , ,"default,supl"
283,10, ,mms, , ,Orange AM MMS, , , ,mms
284,1, ,inet-gprs.mtel.bg, , ,M-Tel Internet, , , ,"default,supl"
284,1, ,mms-gprs.mtel.bg,mtel,mtel,M-Tel MMS, , , ,mms
284,3, ,internet.vivacom.bg,VIVACOM,VIVACOM,VIVACOM Internet,0, , ,"default,supl"
284,3, ,mms.vivacom.bg,mms,mms,VIVACOM MMS,0, , ,mms
284,5, ,telenor,telenor, ,Telenor Internet, , , ,"default,supl"
284,5, ,mms.telenor.bg,mms, ,Telenor MMS, , , ,mms
284,5, ,globul,globul, ,GLOBUL Internet, , , ,"default,supl"
284,5, ,mms.globul.bg,mms, ,GLOBUL MMS, , , ,mms
284,11, ,bulsat.com, , ,Bulsatcom, , , ,"default,supl"
286,1, ,Internet, , ,Turkcell Internet, , , ,"default,supl"
286,1, ,mms,mms,mms,Turkcell MMS, , , ,mms
286,1, ,internet, , ,Turkcell, , , ,"default,supl"
286,1, ,mms,mms,mms,Turkcell MMS, , , ,mms
286,2, ,vflive,vodafone,vodafone,Vodafone Live,3, , ,"default,supl"
286,2, ,mms,vodafone,vodafone,MMS GPRS,3, , ,mms
286,2, ,internet,vodafone,vodafone,Vodafone TR, , , ,"default,supl"
286,2, ,mms,vodafone,vodafone,Vodafone TR MMS, , , ,mms
286,3, ,internet,wap,wap,AVEA, , , ,"default,supl"
286,3, ,mms,mms,mms,AVEA MMS, , , ,mms
290,1, ,internet, , ,Tele MMS, , , ,mms
290,1, ,internet, , ,Tele GPRS, , , ,"default,supl"
293,40, ,internet.simobil.si,simobil,internet,Si.mobil Internet, , , ,"default,supl"
293,40, ,mms.simobil.si,simobil,internet,Si.mobil MMS, , , ,mms
293,41, ,internet,mobitel,internet,Mobitel Internet, , , ,"default,supl,mms"
293,41, ,internet,mobitel,internet,Mobitel MMS, , , ,mms
293,64, ,internet.t-2.net, , ,T-2 Internet, , , ,"default,supl"
293,64, ,mms.t-2.net, , ,T-2 Mms, , , ,mms
293,70, ,internet.tusmobil.si,tusmobil,internet,Tusmobil Internet, , , ,"default,supl"
293,70, ,mms.tusmobil.si,tusmobil,mms,Tusmobil MMS, , , ,mms
294,1, ,internet,internet,t-mobile,T-Mobile MK, , , ,"default,supl"
294,1, ,mms,mms,mms,T-Mobile MK MMS, , , ,mms
294,3, ,vipoperator,vipoperator,vipoperator,Vip internet, , , ,"default,supl"
294,3, ,vipoperator.mms, , ,Vip mms, , , ,mms
297,1, ,internet,gprs,gprs,Telenor MNE internet, , , ,"default,supl"
297,1, ,mms,mms,mms,Telenor MNE mms, , , ,mms
297,1, ,gprs.promonte.com,gprs,gprs,ProMonte, , , ,"default,supl"
297,1, ,mms.promonte.com,mms,mms,ProMonte MMS, , , ,mms
297,2, ,mms,38267,38267,T-Mobile CG MMS, , , ,mms
297,2, ,tmcg-wnw,38267,38267,T-Mobile CG, , , ,"default,supl"
302,220, ,sp.telus.com, , ,Telus SP, , , ,"default,supl,mms"
302,220, ,isp.telus.com, , ,TELUS ISP, , , ,dun
